claim_id,claim_text,evidence_id,evidence_text,claim_label
claim-2886,As it happens the writer of that October 2009 e-mail—Kevin Trenberth a lead author of the warmist bible the 2007 Intergovernmental Panel on Climate Change IPCC report—told Congress two years ago that evidence for manmade warming is unequivocal,evidence-540667,The Intergovernmental Panel on Climate Change IPCC reports that increased quantities of the greenhouse gas carbon dioxide within the atmosphere will very likely lead to higher average temperatures on a global scale global warming,SUPPORTS
claim-2886,As it happens the writer of that October 2009 e-mail—Kevin Trenberth a lead author of the warmist bible the 2007 Intergovernmental Panel on Climate Change IPCC report—told Congress two years ago that evidence for manmade warming is unequivocal,evidence-1082891,Also the Intergovernmental Panel on Climate Change IPCC writes in their Climate Change 2007 Synthesis Report The uptake of anthropogenic carbon since 1750 has led to the ocean becoming more acidic with an average decrease in pH of 0.1 units,SUPPORTS
claim-1082,But the differences between NOAA and NASA aren t that significant Schmidt further argued in the context of the bigger picture,evidence-1088556,Consistent with Schmidt comment the NASA NOAA announcement stated that globally-averaged temperatures in 2016 were 1.78 degrees Fahrenheit 0.99 degrees Celsius warmer than the mid-20th century mean and that the impact of El warming was estimated to have increased the annual global temperature anomaly for 2016 by 0.2 degrees Fahrenheit 0.12 degrees Celsius,NOT_ENOUGH_INFO
claim-1082,But the differences between NOAA and NASA aren t that significant Schmidt further argued in the context of the bigger picture,evidence-220684,It was managed by the US National Oceanic and Atmospheric Administration NOAA designed and launched by NASA,NOT_ENOUGH_INFO
claim-1082,But the differences between NOAA and NASA aren t that significant Schmidt further argued in the context of the bigger picture,evidence-202406,The methods used to derive the principal estimates of global surface temperature trends—HadCRUT3 NOAA and NASA/GISS—are largely independent,NOT_ENOUGH_INFO
claim-1082,But the differences between NOAA and NASA aren t that significant Schmidt further argued in the context of the bigger picture,evidence-1113083,NASA NOAA Analyses Reveal Record-Shattering Global Warm Temperatures in 2015,NOT_ENOUGH_INFO
claim-1082,But the differences between NOAA and NASA aren t that significant Schmidt further argued in the context of the bigger picture,evidence-1129476,Spencer research work is funded by NASA NOAA DOE and the DOT as well as by Peabody Energy,NOT_ENOUGH_INFO
claim-2746,Dropped weather stations actually show a slightly warmer trend compared to kept stations,evidence-113883,After trends were adjusted in urban weather stations around the world to match rural stations in their regions in an effort to homogenise the temperature record in 42 percent of cases cities were getting cooler relative to their surroundings rather than warmer,NOT_ENOUGH_INFO
claim-2746,Dropped weather stations actually show a slightly warmer trend compared to kept stations,evidence-1122793,Trend sceptics or deniers who deny there is global warming and argue that no significant climate warming is taking place at all claiming that the warming trend measured by weather stations is an artefact due to urbanisation around those stations urban heat island effect,NOT_ENOUGH_INFO
claim-2746,Dropped weather stations actually show a slightly warmer trend compared to kept stations,evidence-283960,Despite the station being named Sonoda the name of the area it is found in is actually slightly different,NOT_ENOUGH_INFO
